Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
tika,org.apache.tika.parser.microsoft.chm,ChmLzxState,ChmLzxState,Magic Number,The method contains a magic number: 21
tika,org.apache.tika.parser.microsoft.chm,ChmLzxState,ChmLzxState,Magic Number,The method contains a magic number: 20
tika,org.apache.tika.parser.microsoft.chm,ChmLzxState,ChmLzxState,Magic Number,The method contains a magic number: 42
tika,org.apache.tika.parser.microsoft.chm,ChmLzxState,ChmLzxState,Magic Number,The method contains a magic number: 21
tika,org.apache.tika.parser.microsoft.chm,ChmLzxState,ChmLzxState,Magic Number,The method contains a magic number: 50
tika,org.apache.tika.parser.microsoft.chm,ChmLzxState,ChmLzxState,Magic Number,The method contains a magic number: 512
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,unmarshalUInt32,Long Statement,The length of the statement "dest=data[this.getCurrentPlace()] | data[this.getCurrentPlace() + 1] << 8 | data[this.getCurrentPlace() + 2] << 16 | data[this.getCurrentPlace() + 3] << 24;" is 156.
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,unmarshalUInt32,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,unmarshalUInt32,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,unmarshalUInt32,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,unmarshalUInt32,Magic Number,The method contains a magic number: 16
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,unmarshalUInt32,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,unmarshalUInt32,Magic Number,The method contains a magic number: 24
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,unmarshalUInt32,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,unmarshalUInt32,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,unmarshalCharArray,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,parse,Long Statement,The length of the statement "if (data == null || (data.length < ChmConstants.CHM_LZXC_MIN_LEN)) throw new ChmParsingException("we want at least 0x18 bytes");" is 128.
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,parse,Long Statement,The length of the statement "if (data.length >= ChmConstants.CHM_LZXC_V2_LEN) chmLzxcControlData.setUnknown_18(unmarshalUInt32(data`chmLzxcControlData.getUnknown_18()));" is 140.
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,parse,Long Statement,The length of the statement "if (chmLzxcControlData.getWindowSize() == 0 || chmLzxcControlData.getResetInterval() == 0) throw new ChmParsingException("window size / resetInterval should be more than zero");" is 177.
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,parse,Long Statement,The length of the statement "if (chmLzxcControlData.getWindowSize() == 1) throw new ChmParsingException("window size / resetInterval should be more than 1");" is 128.
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,parse,Long Statement,The length of the statement "if (!new String(chmLzxcControlData.getSignature()`UTF_8).equals(ChmConstants.LZXC)) throw new ChmParsingException("the signature does not seem to be correct");" is 159.
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcControlData,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.chm,ChmBlockInfo,getChmBlockInfoInstance,Long Statement,The length of the statement "if (!validateParameters(dle`bytesPerBlock`clcd`chmBlockInfo)) throw new ChmParsingException("Please check you parameters");" is 123.
tika,org.apache.tika.parser.microsoft.chm,ChmBlockInfo,validateParameters,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,enumerateBlockAddresses,Magic Number,The method contains a magic number: 5000
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,enumerateBlockAddresses,Magic Number,The method contains a magic number: 5000
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,enumerateBlockAddresses,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,enumerateBlockAddresses,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,enumerateBlockAddresses,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,validateParamaters,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUInt32,Long Statement,The length of the statement "dest=(data[this.getCurrentPlace()] & 0xff) | (data[this.getCurrentPlace() + 1] & 0xff) << 8 | (data[this.getCurrentPlace() + 2] & 0xff) << 16 | (data[this.getCurrentPlace() + 3] & 0xff) << 24;" is 192.
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUInt32,Magic Number,The method contains a magic number: 0xff
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUInt32,Magic Number,The method contains a magic number: 0xff
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUInt32,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUInt32,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUInt32,Magic Number,The method contains a magic number: 0xff
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUInt32,Magic Number,The method contains a magic number: 16
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUInt32,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUInt32,Magic Number,The method contains a magic number: 0xff
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUInt32,Magic Number,The method contains a magic number: 24
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUInt32,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUInt32,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUint64,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUint64,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUint64,Magic Number,The method contains a magic number: 7
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,unmarshalUint64,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.microsoft.chm,ChmLzxcResetTable,parse,Long Statement,The length of the statement "if (chmLzxcResetTable.getVersion() != ChmConstants.CHM_VER_2) throw new ChmParsingException("does not seem currect version of chmLzxcResetTable");" is 146.
tika,org.apache.tika.parser.microsoft.chm,ChmParser,parsePage,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.microsoft.chm,ChmExtractor,ChmExtractor,Long Statement,The length of the statement "getChmItspHeader().parse(ChmCommons.copyOfRange(getData()`(int)getChmItsfHeader().getDirOffset()`(int)getChmItsfHeader().getDirOffset() + ChmConstants.CHM_ITSP_V1_LEN)`getChmItspHeader());" is 188.
tika,org.apache.tika.parser.microsoft.chm,ChmExtractor,ChmExtractor,Long Statement,The length of the statement "if (indexOfResetData > 0) dir_chunk=ChmCommons.copyOfRange(getData()`indexOfResetData`indexOfResetData + getChmDirList().getDirectoryListingEntryList().get(indexOfControlData).getLength());" is 189.
tika,org.apache.tika.parser.microsoft.chm,ChmExtractor,ChmExtractor,Long Statement,The length of the statement "int startIndex=(int)getChmDirList().getDataOffset() + getChmDirList().getDirectoryListingEntryList().get(indexOfResetTable).getOffset();" is 136.
tika,org.apache.tika.parser.microsoft.chm,ChmExtractor,ChmExtractor,Long Statement,The length of the statement "dir_chunk=ChmCommons.copyOfRange(getData()`startIndex`startIndex + getChmDirList().getDirectoryListingEntryList().get(indexOfResetTable).getLength());" is 150.
tika,org.apache.tika.parser.microsoft.chm,ChmExtractor,ChmExtractor,Long Statement,The length of the statement "setLzxBlockOffset((getChmDirList().getDirectoryListingEntryList().get(getIndexOfContent()).getOffset() + getChmItsfHeader().getDataOffset()));" is 142.
tika,org.apache.tika.parser.microsoft.chm,ChmExtractor,extractChmEntry,Complex Conditional,The conditional expression directoryListingEntry.getEntryType() == EntryType.UNCOMPRESSED && directoryListingEntry.getLength() > 0 && !ChmCommons.hasSkip(directoryListingEntry) is complex.
tika,org.apache.tika.parser.microsoft.chm,ChmExtractor,extractChmEntry,Complex Method,Cyclomatic complexity of the method is 19
tika,org.apache.tika.parser.microsoft.chm,ChmExtractor,extractChmEntry,Long Statement,The length of the statement "if (directoryListingEntry.getEntryType() == EntryType.UNCOMPRESSED && directoryListingEntry.getLength() > 0 && !ChmCommons.hasSkip(directoryListingEntry)) {" is 156.
tika,org.apache.tika.parser.microsoft.chm,ChmExtractor,extractChmEntry,Long Statement,The length of the statement "chmBlockInfo=ChmBlockInfo.getChmBlockInfoInstance(directoryListingEntry`(int)getChmLzxcResetTable().getBlockLen()`getChmLzxcControlData()`chmBlockInfo);" is 152.
tika,org.apache.tika.parser.microsoft.chm,ChmExtractor,extractChmEntry,Long Statement,The length of the statement "byte[] dataSegment=ChmCommons.getChmBlockSegment(getData()`getChmLzxcResetTable()`start`(int)getLzxBlockOffset()`(int)getLzxBlockLength());" is 139.
tika,org.apache.tika.parser.microsoft.chm,ChmExtractor,extractChmEntry,Long Statement,The length of the statement "lzxBlock=new ChmLzxBlock(i`ChmCommons.getChmBlockSegment(getData()`getChmLzxcResetTable()`i`(int)getLzxBlockOffset()`(int)getLzxBlockLength())`getChmLzxcResetTable().getBlockLen()`null);" is 186.
tika,org.apache.tika.parser.microsoft.chm,ChmExtractor,extractChmEntry,Long Statement,The length of the statement "lzxBlock=new ChmLzxBlock(i`ChmCommons.getChmBlockSegment(getData()`getChmLzxcResetTable()`i`(int)getLzxBlockOffset()`(int)getLzxBlockLength())`getChmLzxcResetTable().getBlockLen()`lzxBlock);" is 190.
tika,org.apache.tika.parser.microsoft.chm,ChmDirectoryListingSet,enumerateOneSegment,Complex Method,Cyclomatic complexity of the method is 8
tika,org.apache.tika.parser.microsoft.chm,ChmDirectoryListingSet,enumerateOneSegment,Magic Number,The method contains a magic number: 0x80
tika,org.apache.tika.parser.microsoft.chm,ChmDirectoryListingSet,enumerateOneSegment,Magic Number,The method contains a magic number: 7
tika,org.apache.tika.parser.microsoft.chm,ChmDirectoryListingSet,enumerateOneSegment,Magic Number,The method contains a magic number: 0x7f
tika,org.apache.tika.parser.microsoft.chm,ChmDirectoryListingSet,enumerateOneSegment,Magic Number,The method contains a magic number: 7
tika,org.apache.tika.parser.microsoft.chm,ChmDirectoryListingSet,enumerateOneSegment,Magic Number,The method contains a magic number: 0x7f
tika,org.apache.tika.parser.microsoft.chm,ChmDirectoryListingSet,getEncint,Magic Number,The method contains a magic number: 0x7f
tika,org.apache.tika.parser.microsoft.chm,ChmDirectoryListingSet,getEncint,Magic Number,The method contains a magic number: 7
tika,org.apache.tika.parser.microsoft.chm,ChmDirectoryListingSet,getEncint,Magic Number,The method contains a magic number: 0x7f
tika,org.apache.tika.parser.microsoft.chm,ChmDirectoryListingSet,getEncint,Magic Number,The method contains a magic number: 7
tika,org.apache.tika.parser.microsoft.chm,DirectoryListingEntry,DirectoryListingEntry,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika.parser.microsoft.chm,ChmAssert,assertChmBlockSegment,Complex Method,Cyclomatic complexity of the method is 8
tika,org.apache.tika.parser.microsoft.chm,ChmAssert,assertChmBlockSegment,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika.parser.microsoft.chm,ChmAssert,assertChmBlockSegment,Long Statement,The length of the statement "if (resetTable.getBlockAddress().length <= 1) throw new TikaException("resetTable.getBlockAddress().length should be greater than zero");" is 137.
tika,org.apache.tika.parser.microsoft.chm,ChmAssert,assertDirectoryListingEntry,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika.parser.microsoft.chm,ChmAssert,assertDirectoryListingEntry,Long Statement,The length of the statement "if ((entryType != ChmCommons.EntryType.COMPRESSED) && (entryType != ChmCommons.EntryType.UNCOMPRESSED)) throw new ChmParsingException("invalid compressed type` should be EntryType.COMPRESSED | EntryType.UNCOMPRESSED");" is 218.
tika,org.apache.tika.parser.microsoft.pst,OutlookPSTParserTest,testParse,Long Statement,The length of the statement "assertTrue(output.contains("<div class=\"embedded\" id=\"&lt;530D9CAC.5080901@gmail.com&gt;\"><h1>Re: Feature Generators</h1>"));" is 129.
tika,org.apache.tika.parser.microsoft.pst,OutlookPSTParserTest,testParse,Long Statement,The length of the statement "assertTrue(output.contains("<div class=\"embedded\" id=\"&lt;1393363252.28814.YahooMailNeo@web140906.mail.bf1.yahoo.com&gt;\"><h1>Re: init tokenizer fails: \"Bad type in putfield/putstatic\"</h1>"));" is 199.
tika,org.apache.tika.parser.microsoft.pst,OutlookPSTParserTest,testParse,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.microsoft.pst,OutlookPSTParserTest,testExtendedMetadata,Long Statement,The length of the statement "assertEquals("/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=polyspot1.onmicrosoft.com-50609-Hong-Thai.Ng"`m6.get(Message.MESSAGE_TO_EMAIL));" is 178.
tika,org.apache.tika.parser.microsoft.pst,OutlookPSTParserTest,testExtendedMetadata,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.microsoft.pst,OutlookPSTParserTest,testOverrideDetector,Magic Number,The method contains a magic number: 5
tika,org.apache.tika.parser.microsoft.pst,OutlookPSTParser,parse,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.microsoft.pst,OutlookPSTParser,parse,Long Statement,The length of the statement "throw new TikaException("OST 2013 support not added yet. It will be when https://github.com/rjohnsondev/java-libpst/issues/60 is fixed.");" is 138.
tika,org.apache.tika.parser.microsoft.pst,OutlookPSTParser,parserMailItem,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.microsoft.pst,OutlookPSTParser,parserMailItem,Missing default,The following switch statement is missing a default case: switch (OutlookExtractor.RECIPIENT_TYPE.getTypeFromVal(recipient.getRecipientType())) {
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc1,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochSecond(1336059427)`Instant.ofEpochSecond(Long.parseLong(metadata.get("creationTimestamp"))));" is 128.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc1,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochMilli(1383613114000L)`Instant.ofEpochMilli(Long.parseLong(metadata.get("lastModifiedTimestamp"))));" is 134.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc1,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochSecond(1446572147)`Instant.ofEpochSecond(Long.parseLong(metadata.get("lastModified"))));" is 123.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc1,Magic Number,The method contains a magic number: 1336059427
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc1,Magic Number,The method contains a magic number: 1383613114000L
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc1,Magic Number,The method contains a magic number: 1446572147
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc2,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochSecond(1336059427)`Instant.ofEpochSecond(Long.parseLong(metadata.get("creationTimestamp"))));" is 128.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc2,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochMilli(1574426629000L)`Instant.ofEpochMilli(Long.parseLong(metadata.get("lastModifiedTimestamp"))));" is 134.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc2,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochSecond(1574426628)`Instant.ofEpochSecond(Long.parseLong(metadata.get("lastModified"))));" is 123.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc2,Magic Number,The method contains a magic number: 1336059427
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc2,Magic Number,The method contains a magic number: 1574426629000L
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc2,Magic Number,The method contains a magic number: 1574426628
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc3,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochSecond(1574426349)`Instant.ofEpochSecond(Long.parseLong(metadata.get("creationTimestamp"))));" is 128.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc3,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochMilli(1574426623000L)`Instant.ofEpochMilli(Long.parseLong(metadata.get("lastModifiedTimestamp"))));" is 134.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc3,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochSecond(1574426624)`Instant.ofEpochSecond(Long.parseLong(metadata.get("lastModified"))));" is 123.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc3,Magic Number,The method contains a magic number: 1574426349
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc3,Magic Number,The method contains a magic number: 1574426623000L
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc3,Magic Number,The method contains a magic number: 1574426624
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc4,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochSecond(1574426385)`Instant.ofEpochSecond(Long.parseLong(metadata.get("creationTimestamp"))));" is 128.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc4,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochMilli(1574426548000L)`Instant.ofEpochMilli(Long.parseLong(metadata.get("lastModifiedTimestamp"))));" is 134.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc4,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochSecond(1574426547)`Instant.ofEpochSecond(Long.parseLong(metadata.get("lastModified"))));" is 123.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc4,Magic Number,The method contains a magic number: 1574426385
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc4,Magic Number,The method contains a magic number: 1574426548000L
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2013Doc4,Magic Number,The method contains a magic number: 1574426547
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2016,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochSecond(1576107472)`Instant.ofEpochSecond(Long.parseLong(metadata.get("creationTimestamp"))));" is 128.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2016,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochMilli(1576107481000L)`Instant.ofEpochMilli(Long.parseLong(metadata.get("lastModifiedTimestamp"))));" is 134.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2016,Long Statement,The length of the statement "Assert.assertEquals(Instant.ofEpochSecond(1576107480)`Instant.ofEpochSecond(Long.parseLong(metadata.get("lastModified"))));" is 123.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2016,Magic Number,The method contains a magic number: 1576107472
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2016,Magic Number,The method contains a magic number: 1576107481000L
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2016,Magic Number,The method contains a magic number: 1576107480
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2007OrEarlier1,Long Statement,The length of the statement "assertContains("One note is the application. The notebooks are the files within the application. " + "Each notebook can have an unlimited amount of sections and pages. To create a new notebook` go to file` new` computer` " + "and name it. It will go to my documents` oneNote Notebooks folder. The notebook doesn't close and you don't have to save. "+ "If it closes` you can go back to it and it will open at the same place you left off. If you are offline and the notebook is "+ "being stored on a sharepoint site` you can work on it and it will sync when you go back online."`txt);" is 582.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNote2007OrEarlier2,Long Statement,The length of the statement "assertContains("In Outlook meeting notice` select One Note Meeting Notes and then select the \"page\" you want to link/share"`txt);" is 131.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParserTest,testOneNoteEmbeddedWordDoc,Long Statement,The length of the statement "Assert.assertTrue(metadataList.stream().anyMatch(ml -> "application/vnd.openxmlformats-officedocument.wordprocessingml.document".equals(ml.get("Content-Type"))));" is 162.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Complex Method,Cyclomatic complexity of the method is 40
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field ObjectSpaceManifestListReferenceFND is 35.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field ObjectSpaceManifestListStartFND is 31.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field RevisionManifestListReferenceFND is 32.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field ObjectDeclarationWithRefCountFNDX is 33.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field ObjectDeclarationWithRefCount2FNDX is 34.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field ObjectRevisionWithRefCountFNDX is 30.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field ObjectRevisionWithRefCount2FNDX is 31.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field ObjectDeclaration2LargeRefCountFND is 34.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field ReadOnlyObjectDeclaration2RefCountFND is 37.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field ReadOnlyObjectDeclaration2LargeRefCountFND is 42.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field ObjectDeclarationFileData3RefCountFND is 37.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field ObjectDeclarationFileData3LargeRefCountFND is 42.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field RevisionRoleAndContextDeclarationFND is 36.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field ObjectInfoDependencyOverridesFND is 32.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field DataSignatureGroupDefinitionFND is 31.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Long Identifier,The length of the field FileDataStoreObjectReferenceFND is 31.
tika,org.apache.tika.parser.microsoft.onenote,FndStructureConstants,nameOf,Missing default,The following switch statement is missing a default case: switch (new Long(type).intValue()) {
tika,org.apache.tika.parser.microsoft.onenote,Int24,Int24,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.onenote,Int24,value,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.onenote,Int24,value,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.microsoft.onenote,Int24,value,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.microsoft.onenote,JCID,loadFrom32BitIndex,Magic Number,The method contains a magic number: 0xffff
tika,org.apache.tika.parser.microsoft.onenote,JCID,loadFrom32BitIndex,Magic Number,The method contains a magic number: 16
tika,org.apache.tika.parser.microsoft.onenote,JCID,loadFrom32BitIndex,Magic Number,The method contains a magic number: 17
tika,org.apache.tika.parser.microsoft.onenote,JCID,loadFrom32BitIndex,Magic Number,The method contains a magic number: 18
tika,org.apache.tika.parser.microsoft.onenote,JCID,loadFrom32BitIndex,Magic Number,The method contains a magic number: 19
tika,org.apache.tika.parser.microsoft.onenote,JCID,loadFrom32BitIndex,Magic Number,The method contains a magic number: 20
tika,org.apache.tika.parser.microsoft.onenote,JCID,loadFrom32BitIndex,Magic Number,The method contains a magic number: 21
tika,org.apache.tika.parser.microsoft.onenote,JCID,toString,Long Statement,The length of the statement "return "JCID{" + "jcid=" + JCIDPropertySetTypeEnum.of(jcid) + " (0x"+ Long.toHexString(jcid)+ ")"+ "` index="+ index+ "` isBinary="+ isBinary+ "` isPropertySet="+ isPropertySet+ "` isGraphNode="+ isGraphNode+ "` isFileData="+ isFileData+ "` isReadOnly="+ isReadOnly+ '}';" is 271.
tika,org.apache.tika.parser.microsoft.onenote,FileNode,equals,Long Statement,The length of the statement "return id == fileNode.id && size == fileNode.size && baseType == fileNode.baseType && isFileData == fileNode.isFileData && Objects.equals(gosid`fileNode.gosid) && Objects.equals(gctxid`fileNode.gctxid) && Objects.equals(fileDataStoreReference`fileNode.fileDataStoreReference) && Objects.equals(ref`fileNode.ref) && Objects.equals(propertySet`fileNode.propertySet) && Objects.equals(childFileNodeList`fileNode.childFileNodeList) && Objects.equals(subType`fileNode.subType);" is 472.
tika,org.apache.tika.parser.microsoft.onenote,FileNode,hashCode,Long Statement,The length of the statement "return Objects.hash(id`size`baseType`gosid`gctxid`fileDataStoreReference`ref`propertySet`isFileData`childFileNodeList`subType);" is 127.
tika,org.apache.tika.parser.microsoft.onenote,FileNode,hasGctxid,Long Statement,The length of the statement "return id == FndStructureConstants.RevisionRoleAndContextDeclarationFND || id == FndStructureConstants.RevisionManifestStart7FND;" is 129.
tika,org.apache.tika.parser.microsoft.onenote,FileNode,print,Complex Conditional,The conditional expression id == FndStructureConstants.RevisionManifestStart4FND || id == FndStructureConstants.RevisionManifestStart6FND || id == FndStructureConstants.RevisionManifestStart7FND is complex.
tika,org.apache.tika.parser.microsoft.onenote,FileNode,print,Complex Conditional,The conditional expression (gctxid != ExtendedGUID.nil() || id == FndStructureConstants.RevisionManifestStart7FND) && shouldPrintHeader is complex.
tika,org.apache.tika.parser.microsoft.onenote,FileNode,print,Complex Method,Cyclomatic complexity of the method is 9
tika,org.apache.tika.parser.microsoft.onenote,FileNode,print,Long Statement,The length of the statement "if (id == FndStructureConstants.RevisionRoleDeclarationFND || id == FndStructureConstants.RevisionRoleAndContextDeclarationFND) {" is 129.
tika,org.apache.tika.parser.microsoft.onenote,FileNode,print,Long Statement,The length of the statement "if (id == FndStructureConstants.RevisionManifestStart4FND || id == FndStructureConstants.RevisionManifestStart6FND || id == FndStructureConstants.RevisionManifestStart7FND) {" is 174.
tika,org.apache.tika.parser.microsoft.onenote,FileNode,toString,Long Statement,The length of the statement "return new StringBuilder().append("FileNodeID=0x").append(Long.toHexString(id)).append("` gosid=").append(gosid).append("` baseType=0x").append(Long.toHexString(baseType)).toString();" is 183.
